City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
381,talara,-4.58,-81.27,62.6,100,20,13.87,PE,1580240108
382,nautla,20.22,-96.78,80.24,63,3,4.21,MX,1580240108
383,tuim,54.34,89.93,14.41,78,100,5.08,RU,1580240108
384,port-gentil,-0.72,8.78,82.4,88,20,3.36,GA,1580240108
385,avdon,54.67,55.72,-9.0,76,73,4.47,RU,1580240108
386,lasa,46.62,10.7,37.4,79,75,6.93,IT,1580240109
387,cairns,-16.92,145.77,77.0,94,90,5.82,AU,1580239836
388,galle,6.04,80.22,75.92,84,87,12.5,LK,1580240104
389,umm lajj,25.02,37.27,61.09,36,18,1.45,SA,1580240109
390,kralendijk,12.15,-68.27,86.0,58,20,10.29,BQ,1580240109
391,mildura,-34.2,142.15,64.4,39,42,5.82,AU,1580239907
392,tessalit,20.2,1.01,75.07,14,0,10.65,ML,1580240109
393,chaohu,31.6,117.87,33.8,86,0,4.47,CN,1580240109
394,camopi,3.17,-52.32,80.08,84,27,4.63,GF,1580240109
395,nokaneng,-19.67,22.27,76.87,61,98,11.9,BW,1580240110
396,boa vista,2.82,-60.67,93.2,44,40,10.29,BR,1580239865
397,kondinskoye,59.65,67.41,-16.26,96,53,7.54,RU,1580240110
398,port augusta,-32.5,137.77,73.99,87,0,4.7,AU,1580240110
399,saurimo,-9.66,20.39,67.62,94,67,1.77,AO,1580240110
400,macenta,8.54,-9.47,72.64,35,71,0.76,GN,1580240110
401,roma,43.21,-75.46,30.2,80,90,12.75,US,1580240009
402,sabang,5.89,95.32,80.56,70,100,12.1,ID,1580240110
403,dingle,11.0,122.67,71.98,88,3,5.32,PH,1580240111
404,mangrol,21.12,70.12,69.28,61,0,17.13,IN,1580240111
405,wanxian,30.8,108.39,41.05,76,65,1.16,CN,1580240111
406,santo antonio do ica,-3.1,-67.94,79.41,91,100,1.12,BR,1580240111
407,husavik,66.04,-17.34,21.2,85,90,6.93,IS,1580240061
408,hirara,24.8,125.28,62.19,78,100,24.54,JP,1580240111
409,dawei,14.08,98.2,70.97,75,77,7.0,MM,1580240111
410,safaga,26.73,33.94,64.4,23,0,12.75,EG,1580240111
411,riachao das neves,-11.75,-44.91,78.1,82,60,2.15,BR,1580240111
412,pechora,65.15,57.22,-20.85,97,42,5.37,RU,1580240112
413,beringovskiy,63.05,179.32,-2.2,99,96,5.66,RU,1580240112
414,adiake,5.29,-3.3,84.2,79,95,6.93,CI,1580239824
415,oxapampa,-10.58,-75.4,63.21,90,100,3.2,PE,1580240112
416,kruisfontein,-34.0,24.73,61.12,81,0,8.5,ZA,1580240112
417,axim,4.87,-2.24,79.43,81,98,3.06,GH,1580240112
418,canico,32.63,-16.85,62.6,67,20,4.7,PT,1580240112
419,caxias,38.7,-9.28,60.01,93,75,8.05,PT,1580240112
420,mendi,-6.18,143.65,55.38,97,100,3.31,PG,1580240112
421,rudbar,30.15,62.6,43.36,59,0,8.16,AF,1580240113
422,inhambane,-23.86,35.38,41.0,100,0,10.69,MZ,1580240113
423,hajipur,25.68,85.22,62.6,93,75,4.7,IN,1580240113
424,jatai,-17.88,-51.71,77.86,82,3,6.13,BR,1580240113
425,paamiut,61.99,-49.67,13.66,48,64,10.54,GL,1580240036
426,vilhena,-12.74,-60.15,78.8,83,40,10.29,BR,1580240113
427,barra dos coqueiros,-10.91,-37.04,86.0,62,20,13.87,BR,1580240113
428,quatre cocos,-20.21,57.76,75.2,78,20,3.36,MU,1580240113
429,el alto,-4.27,-81.21,62.6,100,20,13.87,PE,1580240113
430,putina,-15.47,-69.43,56.44,49,0,9.95,PE,1580240114
431,santa cruz,-17.8,-63.17,91.4,49,75,3.36,BO,1580240114
432,phayakkhaphum phisai,15.52,103.19,67.71,75,15,9.1,TH,1580240114
433,nador,35.17,-2.93,60.8,48,0,4.7,MA,1580240114
434,narragansett,41.45,-71.45,41.0,60,90,11.41,US,1580240114
435,the valley,18.22,-63.06,84.2,78,40,2.24,AI,1580240114
436,san pedro,14.35,121.02,75.99,88,20,1.12,PH,1580240114
437,geraldton,-28.77,114.6,69.8,83,90,13.87,AU,1580240063
438,baicheng,45.62,122.82,3.97,90,91,15.35,CN,1580240114
439,san francisco de becerra,14.63,-86.1,85.62,46,0,4.9,HN,1580240115
440,beira,-19.84,34.84,82.4,78,75,14.99,MZ,1580240115
441,margate,51.38,1.39,41.0,80,20,12.75,GB,1580239938
442,rio verde de mato grosso,-18.92,-54.84,86.36,63,56,3.69,BR,1580240115
443,nenjiang,49.18,125.22,-2.49,89,0,7.27,CN,1580240115
444,calatayud,41.35,-1.64,55.4,71,89,2.24,ES,1580240115
445,ponta delgada,37.73,-25.67,60.8,100,75,21.92,PT,1580239863
446,visby,57.64,18.3,39.99,93,75,11.41,SE,1580240115
447,los llanos de aridane,28.66,-17.92,66.2,72,20,6.93,ES,1580240115
448,izvestkovyy,48.98,131.55,-8.7,96,0,4.0,RU,1580240116
449,saryozek,44.36,77.98,13.28,75,54,5.68,KZ,1580240116
450,aksu,41.12,80.26,23.45,63,0,3.18,CN,1580240116
451,worcester,42.33,-71.83,39.99,69,90,10.29,US,1580239869
452,kembe,4.62,21.89,73.09,27,0,0.98,CF,1580240116
453,woodward,36.43,-99.39,33.8,96,90,13.87,US,1580240116
454,sabha,27.04,14.43,64.17,21,0,9.46,LY,1580240116
455,port macquarie,-31.43,152.92,75.99,83,40,8.05,AU,1580240116
456,chara,56.91,118.26,-10.46,70,0,1.32,RU,1580240053
457,leningradskiy,69.38,178.42,-11.87,91,96,8.34,RU,1580240117
458,camacari,-12.7,-38.32,86.0,84,20,12.75,BR,1580240117
459,neuhof,50.45,9.62,37.99,75,45,3.0,DE,1580240117
460,gamba,-2.65,10.0,79.34,85,97,1.25,GA,1580240117
461,mecca,21.43,39.83,68.99,66,59,4.63,SA,1580240117
462,torquay,50.46,-3.51,41.0,69,20,10.29,GB,1580239919
463,bouna,9.27,-3.0,80.37,10,100,4.29,CI,1580240117
464,tomatlan,19.93,-105.25,83.89,34,0,7.49,MX,1580240117
465,bose,45.46,8.01,46.0,87,40,4.7,IT,1580240117
466,hokitika,-42.72,170.97,62.53,96,100,11.01,NZ,1580240118
467,sembe,1.65,14.58,76.1,40,100,1.59,CG,1580240118
468,harrisburg,40.27,-76.88,42.8,48,90,11.41,US,1580240060
469,pingliang,35.54,106.69,21.96,55,4,2.3,CN,1580240118
470,vardo,70.37,31.11,17.6,92,75,9.17,NO,1580239930
471,anloga,5.79,0.9,82.4,83,20,6.93,GH,1580240118
472,lorengau,-2.02,147.27,82.94,80,27,11.14,PG,1580240079
473,takoradi,4.88,-1.76,79.43,81,98,3.06,GH,1580240118
474,buala,-8.14,159.59,81.68,80,100,2.57,SB,1580240118
475,spassk-dalniy,44.6,132.82,4.05,99,100,3.78,RU,1580240119
476,shaikhpura,25.15,85.85,63.72,57,72,6.73,IN,1580240119
477,guerrero negro,27.98,-114.06,73.56,26,0,9.86,MX,1580240119
478,adwa,14.16,38.9,56.39,25,0,5.3,ET,1580240119
479,linhares,-19.39,-40.07,77.5,85,100,6.26,BR,1580240119
480,key west,24.56,-81.78,78.8,61,1,4.7,US,1580240045
481,usinsk,65.99,57.53,-22.58,97,11,8.19,RU,1580240047
482,las palmas,28.42,-14.01,64.4,72,0,8.05,ES,1580240119
483,frontera,26.93,-101.45,76.55,9,0,9.95,MX,1580240119
484,vila velha,-20.33,-40.29,84.2,79,75,14.99,BR,1580240119
485,rocha,-34.48,-54.33,85.1,19,0,7.36,UY,1580239826
486,aksarka,66.56,67.8,-10.53,93,98,6.31,RU,1580240120
487,kautokeino,69.01,23.04,4.1,95,100,10.8,NO,1580240120
488,nieuw amsterdam,5.88,-55.08,88.0,62,40,8.05,SR,1580240120
489,havre-saint-pierre,50.23,-63.6,17.6,67,90,5.82,CA,1580240078
490,shelburne,44.08,-80.2,34.0,86,90,3.36,CA,1580239821
491,nara,34.69,135.8,52.0,93,90,18.34,JP,1580240120
492,meulaboh,4.14,96.13,81.95,76,100,16.96,ID,1580240120
493,kazachinskoye,57.7,93.28,17.24,90,100,4.61,RU,1580240120
494,vicksburg,32.35,-90.88,59.0,82,100,5.82,US,1580240120
495,syracuse,37.09,15.28,55.4,100,5,8.05,IT,1580239900
496,praya,14.92,-23.51,78.8,47,69,20.8,CV,1580239964
497,munak,29.52,76.85,51.64,97,39,5.08,IN,1580240163
498,biak,-0.91,122.88,81.16,79,31,4.45,ID,1580240094
499,seddon,-37.81,144.89,61.0,87,90,3.36,AU,1580240163
500,biltine,14.53,20.92,67.32,11,60,13.82,TD,1580240163
501,gushikawa,26.35,127.87,60.8,82,90,6.93,JP,1580240163
502,kouroussa,10.65,-9.88,76.86,10,100,2.68,GN,1580240163
503,puerto escondido,15.85,-97.07,82.4,65,20,10.29,MX,1580240163
504,maridi,4.92,29.47,72.14,24,68,4.34,SS,1580240164
505,paciran,-6.88,112.38,76.91,91,96,3.47,ID,1580240164
506,harwich,51.94,1.28,39.99,80,20,12.75,GB,1580240164
507,nome,64.5,-165.41,-16.01,68,1,5.17,US,1580239986
508,naron,43.52,-8.15,54.0,93,90,1.12,ES,1580240164
509,nantucket,41.28,-70.1,39.2,60,90,12.75,US,1580240164
510,ukiah,39.15,-123.21,57.99,62,20,5.82,US,1580240164
511,asifabad,19.37,79.28,71.13,73,3,6.35,IN,1580240164
512,kaeo,-35.1,173.78,69.01,100,78,0.89,NZ,1580240165
513,morag,53.92,19.93,37.99,90,71,7.0,PL,1580240165
514,ormara,25.21,64.64,63.9,47,0,24.29,PK,1580240165
515,araouane,18.9,-3.53,77.18,13,52,11.81,ML,1580240061
516,iancu jianu,44.5,24.03,42.8,87,37,3.36,RO,1580240165
517,zykovo,55.95,93.15,24.8,62,100,6.71,RU,1580240165
518,sorochinsk,52.43,53.16,0.12,91,87,5.28,RU,1580240165
519,dunmore east,52.15,-6.99,41.0,66,77,6.93,IE,1580240165
520,dabakala,8.37,-4.43,79.34,12,77,1.41,CI,1580240165
521,pangody,65.85,74.49,-4.92,94,100,16.73,RU,1580240166
522,lubango,-14.92,13.49,61.57,96,96,3.36,AO,1580240166
523,villarrica,-25.75,-56.43,96.46,22,6,1.1,PY,1580240166
524,elizabeth city,36.29,-76.25,50.0,45,90,10.29,US,1580240166
525,bataipora,-22.3,-53.27,80.2,71,75,3.83,BR,1580240166
526,caloundra,-26.8,153.13,79.0,88,40,5.82,AU,1580240166
527,sibolga,1.74,98.78,70.97,99,100,1.16,ID,1580240166
528,kahului,20.89,-156.47,75.2,69,20,11.61,US,1580240166
529,mandalgovi,45.76,106.27,2.3,80,0,4.74,MN,1580240166
530,sabla,12.75,4.71,73.9,7,62,10.54,NG,1580240167
531,valparaiso,-33.04,-71.63,66.2,77,40,6.93,CL,1580240167
532,khryashchevka,53.81,49.09,10.4,78,94,11.18,RU,1580240167
533,cumberland,35.05,-78.87,55.0,37,1,8.05,US,1580240167
